material_entity_id,material_entity_type,preparations,disposition,institution_code,institution_id,collection_code,collection_id,owner_institution_code,catalog_number,record_number,recorded_by,recorded_by_id,associated_references,associated_sequences,other_catalog_numbers
org_point_54_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_55_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_56_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_57_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_58_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_59_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_60_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_61_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_62_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_63_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_64_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_65_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_66_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_67_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_68_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_69_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_70_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_71_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_72_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_73_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_74_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_75_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_76_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_77_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_78_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_79_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_80_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_81_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_82_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_83_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_84_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_85_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_86_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_87_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_88_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_89_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_90_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_91_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_92_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_93_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_94_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_95_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_96_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_97_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_98_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_99_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_100_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_101_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_102_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_103_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_104_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_105_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_106_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_107_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_108_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_109_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_110_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_111_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_112_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_113_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_114_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_115_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_116_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_117_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_118_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_119_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_120_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_121_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_122_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_123_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_124_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_125_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_126_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_127_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_128_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_129_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_130_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_131_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_132_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_133_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_134_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_135_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_136_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_137_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_138_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_139_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_140_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_141_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_142_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_143_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_144_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_145_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_146_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_147_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_148_10.11_L372,Organism,,,,,,,,,,,,,,
org_point_0_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_1_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_2_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_3_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_4_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_5_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_6_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_7_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_8_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_9_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_10_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_11_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_12_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_13_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_14_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_15_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_16_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_17_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_18_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_19_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_20_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_21_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_22_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_23_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_24_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_25_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_26_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_27_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_28_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_29_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_30_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_31_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_32_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_33_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_34_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_35_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_36_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_37_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_38_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_39_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_40_10.12_L375,Organism,,,,,,,,,,,,,,
org_point_0_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_1_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_2_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_3_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_4_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_5_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_6_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_7_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_8_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_9_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_10_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_11_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_12_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_13_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_14_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_15_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_16_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_17_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_18_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_19_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_20_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_21_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_22_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_23_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_24_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_25_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_26_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_27_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_28_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_29_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_30_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_31_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_32_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_33_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_34_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_35_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_36_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_37_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_38_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_39_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_40_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_41_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_42_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_43_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_44_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_45_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_46_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_47_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_48_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_49_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_50_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_51_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_52_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_53_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_54_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_55_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_56_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_57_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_58_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_59_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_60_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_61_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_62_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_63_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_64_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_65_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_66_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_67_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_68_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_69_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_70_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_71_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_72_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_73_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_74_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_75_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_76_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_77_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_78_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_79_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_80_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_81_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_82_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_83_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_84_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_85_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_86_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_87_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_88_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_89_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_90_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_91_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_92_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_93_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_94_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_95_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_96_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_97_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_98_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_99_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_100_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_101_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_102_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_103_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_104_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_105_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_106_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_107_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_108_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_109_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_110_10.13_L367,Organism,,,,,,,,,,,,,,
org_point_0_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_1_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_2_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_3_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_4_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_5_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_6_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_7_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_8_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_9_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_10_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_11_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_12_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_13_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_14_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_15_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_16_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_17_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_18_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_19_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_20_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_21_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_22_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_23_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_24_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_25_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_26_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_27_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_28_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_29_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_30_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_31_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_32_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_33_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_34_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_35_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_36_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_37_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_38_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_39_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_40_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_41_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_42_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_43_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_44_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_45_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_46_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_47_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_48_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_49_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_50_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_51_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_52_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_53_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_54_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_55_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_56_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_57_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_58_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_59_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_60_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_61_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_62_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_63_10.14_L369,Organism,,,,,,,,,,,,,,
org_point_0_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_1_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_2_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_3_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_4_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_5_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_6_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_7_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_8_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_9_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_10_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_11_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_12_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_13_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_14_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_15_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_16_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_17_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_18_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_19_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_20_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_21_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_22_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_23_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_24_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_25_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_26_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_27_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_28_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_29_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_30_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_31_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_32_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_33_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_34_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_35_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_36_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_37_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_38_10.15_L373,Organism,,,,,,,,,,,,,,
org_point_0_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_1_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_2_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_3_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_4_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_5_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_6_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_7_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_8_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_9_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_10_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_11_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_12_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_13_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_14_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_15_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_16_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_17_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_18_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_19_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_20_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_21_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_22_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_23_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_24_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_25_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_26_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_27_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_28_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_29_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_30_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_31_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_32_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_33_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_34_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_35_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_36_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_37_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_38_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_39_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_40_11.01_L375,Organism,,,,,,,,,,,,,,
org_point_0_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_1_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_2_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_3_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_4_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_5_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_6_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_7_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_8_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_9_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_10_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_11_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_12_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_13_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_14_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_15_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_16_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_17_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_18_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_19_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_20_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_21_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_22_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_23_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_24_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_25_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_26_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_27_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_28_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_29_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_30_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_31_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_32_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_33_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_34_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_35_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_36_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_37_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_38_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_39_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_40_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_41_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_42_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_43_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_44_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_45_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_46_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_47_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_48_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_49_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_50_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_51_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_52_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_53_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_54_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_55_11.02_L373,Organism,,,,,,,,,,,,,,
org_point_56_11.02_L373,Organism,,,,,,,,,,,,,,
