material_entity_id,material_entity_type,preparations,disposition,institution_code,institution_id,collection_code,collection_id,owner_institution_code,catalog_number,record_number,recorded_by,recorded_by_id,associated_references,associated_sequences,other_catalog_numbers
org_point_27_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_28_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_29_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_30_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_31_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_32_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_33_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_34_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_35_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_36_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_37_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_38_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_39_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_40_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_41_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_42_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_43_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_44_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_45_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_46_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_47_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_48_6.05_L369,Organism,,,,,,,,,,,,,,
org_point_0_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_1_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_2_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_3_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_4_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_5_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_6_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_7_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_8_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_9_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_10_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_11_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_12_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_13_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_14_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_15_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_16_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_17_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_18_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_19_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_20_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_21_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_22_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_23_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_24_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_25_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_26_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_27_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_28_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_29_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_30_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_31_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_32_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_33_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_34_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_35_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_36_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_37_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_38_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_39_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_40_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_41_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_42_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_43_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_44_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_45_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_46_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_47_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_48_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_49_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_50_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_51_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_52_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_53_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_54_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_55_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_56_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_57_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_58_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_59_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_60_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_61_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_62_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_63_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_64_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_65_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_66_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_67_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_68_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_69_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_70_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_71_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_72_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_73_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_74_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_75_6.12_L373,Organism,,,,,,,,,,,,,,
org_point_0_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_1_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_2_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_3_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_4_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_5_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_6_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_7_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_8_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_9_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_10_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_11_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_12_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_13_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_14_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_15_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_16_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_17_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_18_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_19_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_20_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_21_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_22_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_23_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_24_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_25_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_26_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_27_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_28_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_29_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_30_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_31_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_32_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_33_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_34_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_35_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_36_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_37_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_38_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_39_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_40_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_41_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_42_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_43_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_44_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_45_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_46_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_47_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_48_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_49_7.01_L378,Organism,,,,,,,,,,,,,,
org_point_0_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_1_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_2_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_3_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_4_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_5_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_6_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_7_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_8_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_9_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_10_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_11_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_12_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_13_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_14_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_15_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_16_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_17_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_18_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_19_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_20_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_21_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_22_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_23_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_24_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_25_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_26_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_27_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_28_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_29_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_30_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_31_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_32_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_33_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_34_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_35_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_36_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_37_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_38_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_39_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_40_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_41_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_42_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_43_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_44_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_45_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_46_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_47_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_48_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_49_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_50_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_51_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_52_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_53_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_54_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_55_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_56_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_57_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_58_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_59_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_60_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_61_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_62_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_63_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_64_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_65_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_66_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_67_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_68_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_69_7.02_L372,Organism,,,,,,,,,,,,,,
org_point_0_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_1_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_2_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_3_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_4_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_5_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_6_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_7_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_8_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_9_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_10_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_11_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_12_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_13_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_14_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_15_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_16_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_17_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_18_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_19_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_20_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_21_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_22_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_23_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_24_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_25_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_26_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_27_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_28_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_29_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_30_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_31_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_32_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_33_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_34_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_35_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_36_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_37_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_38_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_39_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_40_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_41_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_42_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_43_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_44_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_45_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_46_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_47_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_48_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_49_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_50_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_51_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_52_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_53_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_54_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_55_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_56_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_57_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_58_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_59_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_60_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_61_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_62_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_63_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_64_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_65_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_66_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_67_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_68_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_69_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_70_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_71_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_72_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_73_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_74_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_75_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_76_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_77_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_78_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_79_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_80_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_81_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_82_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_83_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_84_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_85_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_86_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_87_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_88_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_89_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_90_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_91_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_92_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_93_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_94_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_95_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_96_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_97_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_98_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_99_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_100_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_101_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_102_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_103_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_104_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_105_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_106_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_107_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_108_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_109_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_110_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_111_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_112_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_113_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_114_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_115_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_116_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_117_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_118_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_119_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_120_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_121_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_122_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_123_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_124_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_125_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_126_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_127_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_128_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_129_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_130_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_131_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_132_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_133_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_134_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_135_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_136_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_137_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_138_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_139_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_140_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_141_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_142_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_143_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_144_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_145_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_146_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_147_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_148_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_149_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_150_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_151_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_152_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_153_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_154_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_155_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_156_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_157_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_158_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_159_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_160_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_161_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_162_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_163_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_164_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_165_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_166_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_167_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_168_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_169_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_170_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_171_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_172_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_173_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_174_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_175_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_176_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_177_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_178_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_179_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_180_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_181_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_182_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_183_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_184_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_185_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_186_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_187_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_188_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_189_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_190_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_191_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_192_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_193_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_194_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_195_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_196_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_197_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_198_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_199_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_200_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_201_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_202_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_203_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_204_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_205_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_206_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_207_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_208_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_209_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_210_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_211_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_212_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_213_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_214_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_215_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_216_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_217_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_218_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_219_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_220_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_221_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_222_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_223_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_224_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_225_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_226_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_227_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_228_7.03_L375,Organism,,,,,,,,,,,,,,
org_point_229_7.03_L375,Organism,,,,,,,,,,,,,,
