mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,exifData,favorite,mediaComments
10.08_L378,10.08,motionDetection,2019-08-12T12:46:00Z,https://data.csiro.au/collection/,true,10.08_L378.avi,video/x-msvideo,,,
10.08_R377,10.08,motionDetection,2019-08-12T12:46:00Z,https://data.csiro.au/collection/,true,10.08_R377.avi,video/x-msvideo,,,
10.09_L378,10.09,motionDetection,2019-08-12T14:34:00Z,https://data.csiro.au/collection/,true,10.09_L378.avi,video/x-msvideo,,,
10.09_R377,10.09,motionDetection,2019-08-12T14:34:00Z,https://data.csiro.au/collection/,true,10.09_R377.avi,video/x-msvideo,,,
10.11_L372,10.11,motionDetection,2019-08-12T14:41:00Z,https://data.csiro.au/collection/,true,10.11_L372.avi,video/x-msvideo,,,
10.11_R371,10.11,motionDetection,2019-08-12T14:41:00Z,https://data.csiro.au/collection/,true,10.11_R371.avi,video/x-msvideo,,,
10.12_L375,10.12,motionDetection,2019-08-12T15:20:00Z,https://data.csiro.au/collection/,true,10.12_L375.avi,video/x-msvideo,,,
10.12_R371,10.12,motionDetection,2019-08-12T15:20:00Z,https://data.csiro.au/collection/,true,10.12_R371.avi,video/x-msvideo,,,
10.12_R376,10.12,motionDetection,2019-08-12T15:20:00Z,https://data.csiro.au/collection/,true,10.12_R376.avi,video/x-msvideo,,,
10.13_L367,10.13,motionDetection,2019-08-12T14:53:00Z,https://data.csiro.au/collection/,true,10.13_L367.avi,video/x-msvideo,,,
10.13_R368,10.13,motionDetection,2019-08-12T14:53:00Z,https://data.csiro.au/collection/,true,10.13_R368.avi,video/x-msvideo,,,
10.14_L369,10.14,motionDetection,2019-08-12T15:02:00Z,https://data.csiro.au/collection/,true,10.14_L369.avi,video/x-msvideo,,,
10.14_R370,10.14,motionDetection,2019-08-12T15:02:00Z,https://data.csiro.au/collection/,true,10.14_R370.avi,video/x-msvideo,,,
10.15_L373,10.15,motionDetection,2019-08-12T15:10:00Z,https://data.csiro.au/collection/,true,10.15_L373.avi,video/x-msvideo,,,
10.15_R374,10.15,motionDetection,2019-08-12T15:10:00Z,https://data.csiro.au/collection/,true,10.15_R374.avi,video/x-msvideo,,,
11.01_L375,11.01,motionDetection,2019-08-12T08:06:00Z,https://data.csiro.au/collection/,true,11.01_L375.avi,video/x-msvideo,,,
11.01_R376,11.01,motionDetection,2019-08-12T08:06:00Z,https://data.csiro.au/collection/,true,11.01_R376.avi,video/x-msvideo,,,
11.02_L373,11.02,motionDetection,2019-08-12T08:11:00Z,https://data.csiro.au/collection/,true,11.02_L373.avi,video/x-msvideo,,,
11.02_R374,11.02,motionDetection,2019-08-12T08:11:00Z,https://data.csiro.au/collection/,true,11.02_R374.avi,video/x-msvideo,,,
11.03_L369,11.03,motionDetection,2019-08-12T08:15:00Z,https://data.csiro.au/collection/,true,11.03_L369.avi,video/x-msvideo,,,
11.03_R370,11.03,motionDetection,2019-08-12T08:15:00Z,https://data.csiro.au/collection/,true,11.03_R370.avi,video/x-msvideo,,,
11.04_L367,11.04,motionDetection,2019-08-12T08:19:00Z,https://data.csiro.au/collection/,true,11.04_L367.avi,video/x-msvideo,,,
11.04_R368,11.04,motionDetection,2019-08-12T08:19:00Z,https://data.csiro.au/collection/,true,11.04_R368.avi,video/x-msvideo,,,
11.05_L378,11.05,motionDetection,2019-08-12T08:25:00Z,https://data.csiro.au/collection/,true,11.05_L378.avi,video/x-msvideo,,,
11.05_R377,11.05,motionDetection,2019-08-12T08:25:00Z,https://data.csiro.au/collection/,true,11.05_R377.avi,video/x-msvideo,,,
11.06_L372,11.06,motionDetection,2019-08-12T08:31:00Z,https://data.csiro.au/collection/,true,11.06_L372.avi,video/x-msvideo,,,
11.06_R371,11.06,motionDetection,2019-08-12T08:31:00Z,https://data.csiro.au/collection/,true,11.06_R371.avi,video/x-msvideo,,,
12.02_L369,12.02,motionDetection,2019-08-12T10:37:00Z,https://data.csiro.au/collection/,true,12.02_L369.avi,video/x-msvideo,,,
12.02_R370,12.02,motionDetection,2019-08-12T10:37:00Z,https://data.csiro.au/collection/,true,12.02_R370.avi,video/x-msvideo,,,
12.03_L373,12.03,motionDetection,2019-08-12T10:44:00Z,https://data.csiro.au/collection/,true,12.03_L373.avi,video/x-msvideo,,,
12.03_R374,12.03,motionDetection,2019-08-12T10:44:00Z,https://data.csiro.au/collection/,true,12.03_R374.avi,video/x-msvideo,,,
12.04_L375,12.04,motionDetection,2019-08-12T10:48:00Z,https://data.csiro.au/collection/,true,12.04_L375.avi,video/x-msvideo,,,
12.04_R376,12.04,motionDetection,2019-08-12T10:48:00Z,https://data.csiro.au/collection/,true,12.04_R376.avi,video/x-msvideo,,,
12.05_L367,12.05,motionDetection,2019-08-12T10:29:00Z,https://data.csiro.au/collection/,true,12.05_L367.avi,video/x-msvideo,,,
12.05_R368,12.05,motionDetection,2019-08-12T10:29:00Z,https://data.csiro.au/collection/,true,12.05_R368.avi,video/x-msvideo,,,
12.06_L378,12.06,motionDetection,2019-08-12T10:25:00Z,https://data.csiro.au/collection/,true,12.06_L378.avi,video/x-msvideo,,,
12.06_R377,12.06,motionDetection,2019-08-12T10:25:00Z,https://data.csiro.au/collection/,true,12.06_R377.avi,video/x-msvideo,,,
12.11_L372,12.11,motionDetection,2019-08-12T10:14:00Z,https://data.csiro.au/collection/,true,12.11_L372.avi,video/x-msvideo,,,
12.11_R371,12.11,motionDetection,2019-08-12T10:14:00Z,https://data.csiro.au/collection/,true,12.11_R371.avi,video/x-msvideo,,,
13.02_L369,13.02,motionDetection,2019-08-12T12:32:00Z,https://data.csiro.au/collection/,true,13.02_L369.avi,video/x-msvideo,,,
13.02_R370,13.02,motionDetection,2019-08-12T12:32:00Z,https://data.csiro.au/collection/,true,13.02_R370.avi,video/x-msvideo,,,
13.03_L378,13.03,motionDetection,2019-08-12T12:52:00Z,https://data.csiro.au/collection/,true,13.03_L378.avi,video/x-msvideo,,,
13.03_R377,13.03,motionDetection,2019-08-12T12:52:00Z,https://data.csiro.au/collection/,true,13.03_R377.avi,video/x-msvideo,,,
13.04_L367,13.04,motionDetection,2019-08-12T12:48:00Z,https://data.csiro.au/collection/,true,13.04_L367.avi,video/x-msvideo,,,
13.04_R368,13.04,motionDetection,2019-08-12T12:48:00Z,https://data.csiro.au/collection/,true,13.04_R368.avi,video/x-msvideo,,,
13.05_L373,13.05,motionDetection,2019-08-12T12:43:00Z,https://data.csiro.au/collection/,true,13.05_L373.avi,video/x-msvideo,,,
13.05_R374,13.05,motionDetection,2019-08-12T12:43:00Z,https://data.csiro.au/collection/,true,13.05_R374.avi,video/x-msvideo,,,
13.06_L375,13.06,motionDetection,2019-08-12T12:39:00Z,https://data.csiro.au/collection/,true,13.06_L375.avi,video/x-msvideo,,,
13.06_R376,13.06,motionDetection,2019-08-12T12:39:00Z,https://data.csiro.au/collection/,true,13.06_R376.avi,video/x-msvideo,,,
13.08_L372,13.08,motionDetection,2019-08-12T12:56:00Z,https://data.csiro.au/collection/,true,13.08_L372.avi,video/x-msvideo,,,
13.08_R371,13.08,motionDetection,2019-08-12T12:56:00Z,https://data.csiro.au/collection/,true,13.08_R371.avi,video/x-msvideo,,,
14.01_L372,14.01,motionDetection,2019-08-12T14:46:00Z,https://data.csiro.au/collection/,true,14.01_L372.avi,video/x-msvideo,,,
14.01_R371,14.01,motionDetection,2019-08-12T14:46:00Z,https://data.csiro.au/collection/,true,14.01_R371.avi,video/x-msvideo,,,
14.02_L375,14.02,motionDetection,2019-08-12T15:12:00Z,https://data.csiro.au/collection/,true,14.02_L375.avi,video/x-msvideo,,,
14.02_R376,14.02,motionDetection,2019-08-12T15:12:00Z,https://data.csiro.au/collection/,true,14.02_R376.avi,video/x-msvideo,,,
14.03_L369,14.03,motionDetection,2019-08-12T15:25:00Z,https://data.csiro.au/collection/,true,14.03_L369.avi,video/x-msvideo,,,
14.03_R370,14.03,motionDetection,2019-08-12T15:25:00Z,https://data.csiro.au/collection/,true,14.03_R370.avi,video/x-msvideo,,,
14.06_L369,14.06,motionDetection,2019-08-12T08:12:00Z,https://data.csiro.au/collection/,true,14.06_L369.avi,video/x-msvideo,,,
14.06_R370,14.06,motionDetection,2019-08-12T08:12:00Z,https://data.csiro.au/collection/,true,14.06_R370.avi,video/x-msvideo,,,
14.11_L373,14.11,motionDetection,2019-08-12T14:53:00Z,https://data.csiro.au/collection/,true,14.11_L373.avi,video/x-msvideo,,,
14.11_R374,14.11,motionDetection,2019-08-12T14:53:00Z,https://data.csiro.au/collection/,true,14.11_R374.avi,video/x-msvideo,,,
14.12_L367,14.12,motionDetection,2019-08-12T15:05:00Z,https://data.csiro.au/collection/,true,14.12_L367.avi,video/x-msvideo,,,
14.12_R368,14.12,motionDetection,2019-08-12T15:05:00Z,https://data.csiro.au/collection/,true,14.12_R368.avi,video/x-msvideo,,,
14.13_L378,14.13,motionDetection,2019-08-12T15:20:00Z,https://data.csiro.au/collection/,true,14.13_L378.avi,video/x-msvideo,,,
14.13_R377,14.13,motionDetection,2019-08-12T15:20:00Z,https://data.csiro.au/collection/,true,14.13_R377.avi,video/x-msvideo,,,
15.01_L378,15.01,motionDetection,2019-08-12T08:16:00Z,https://data.csiro.au/collection/,true,15.01_L378.avi,video/x-msvideo,,,
15.01_R377,15.01,motionDetection,2019-08-12T08:16:00Z,https://data.csiro.au/collection/,true,15.01_R377.avi,video/x-msvideo,,,
15.02_L375,15.02,motionDetection,2019-08-12T08:20:00Z,https://data.csiro.au/collection/,true,15.02_L375.avi,video/x-msvideo,,,
15.02_R376,15.02,motionDetection,2019-08-12T08:20:00Z,https://data.csiro.au/collection/,true,15.02_R376.avi,video/x-msvideo,,,
15.05_L367,15.05,motionDetection,2019-08-12T08:27:00Z,https://data.csiro.au/collection/,true,15.05_L367.avi,video/x-msvideo,,,
15.05_R368,15.05,motionDetection,2019-08-12T08:27:00Z,https://data.csiro.au/collection/,true,15.05_R368.avi,video/x-msvideo,,,
15.07_L372,15.07,motionDetection,2019-08-12T08:43:00Z,https://data.csiro.au/collection/,true,15.07_L372.avi,video/x-msvideo,,,
15.07_R371,15.07,motionDetection,2019-08-12T08:43:00Z,https://data.csiro.au/collection/,true,15.07_R371.avi,video/x-msvideo,,,
15.12_L373,15.12,motionDetection,2019-08-12T08:39:00Z,https://data.csiro.au/collection/,true,15.12_L373.avi,video/x-msvideo,,,
15.12_R374,15.12,motionDetection,2019-08-12T08:39:00Z,https://data.csiro.au/collection/,true,15.12_R374.avi,video/x-msvideo,,,
16.01_L372,16.01,motionDetection,2019-08-12T10:22:00Z,https://data.csiro.au/collection/,true,16.01_L372.avi,video/x-msvideo,,,
16.01_R371,16.01,motionDetection,2019-08-12T10:22:00Z,https://data.csiro.au/collection/,true,16.01_R371.avi,video/x-msvideo,,,
16.02_L373,16.02,motionDetection,2019-08-12T10:28:00Z,https://data.csiro.au/collection/,true,16.02_L373.avi,video/x-msvideo,,,
16.02_R374,16.02,motionDetection,2019-08-12T10:28:00Z,https://data.csiro.au/collection/,true,16.02_R374.avi,video/x-msvideo,,,
