observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,taxonID,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
13.02-points-26,13.02,13.02_L369,e_13.02,2019-08-12T13:02:21,2019-08-12T13:29:36,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_26_13.02_L369,,,,,,,,human,,,,,
13.02-points-27,13.02,13.02_L369,e_13.02,2019-08-12T13:02:21,2019-08-12T13:29:36,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_27_13.02_L369,,,,,,,,human,,,,,
13.02-points-28,13.02,13.02_L369,e_13.02,2019-08-12T13:02:21,2019-08-12T13:29:36,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_28_13.02_L369,,,,,,,,human,,,,,
13.02-points-29,13.02,13.02_L369,e_13.02,2019-08-12T13:02:21,2019-08-12T13:29:36,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_29_13.02_L369,,,,,,,,human,,,,,
13.02-points-30,13.02,13.02_L369,e_13.02,2019-08-12T13:02:35,2019-08-12T13:30:04,media,animal,,37351005.0,grandoculis,1,adult,,,ind_30_13.02_L369,,,,,,,,human,,,,,
13.02-points-31,13.02,13.02_L369,e_13.02,2019-08-12T13:02:35,2019-08-12T13:30:04,media,animal,,37351005.0,grandoculis,1,adult,,,ind_31_13.02_L369,,,,,,,,human,,,,,
13.02-points-32,13.02,13.02_L369,e_13.02,2019-08-12T13:03:44,2019-08-12T13:32:21,media,animal,,37351005.0,grandoculis,1,adult,,,ind_32_13.02_L369,,,,,,,,human,,,,,
13.02-points-33,13.02,13.02_L369,e_13.02,2019-08-12T13:04:50,2019-08-12T13:34:34,media,animal,,37337014.0,nigrofasciata,1,adult,,,ind_33_13.02_L369,,,,,,,,human,,,,,
13.02-points-34,13.02,13.02_L369,e_13.02,2019-08-12T13:06:42,2019-08-12T13:38:18,media,animal,,37018027.0,albimarginatus,1,adult,,,ind_34_13.02_L369,,,,,,,,human,,,,,
13.02-points-35,13.02,13.02_L369,e_13.02,2019-08-12T13:08:18,2019-08-12T13:41:29,media,animal,,37018027.0,albimarginatus,1,adult,,,ind_35_13.02_L369,,,,,,,,human,,,,,
13.02-points-36,13.02,13.02_L369,e_13.02,2019-08-12T13:11:36,2019-08-12T13:48:06,media,animal,,37351005.0,grandoculis,1,adult,,,ind_36_13.02_L369,,,,,,,,human,,,,,
13.02-points-37,13.02,13.02_L369,e_13.02,2019-08-12T13:11:36,2019-08-12T13:48:06,media,animal,,37351005.0,grandoculis,1,adult,,,ind_37_13.02_L369,,,,,,,,human,,,,,
13.02-points-38,13.02,13.02_L369,e_13.02,2019-08-12T13:11:36,2019-08-12T13:48:06,media,animal,,37351005.0,grandoculis,1,adult,,,ind_38_13.02_L369,,,,,,,,human,,,,,
13.02-points-39,13.02,13.02_L369,e_13.02,2019-08-12T13:15:53,2019-08-12T13:56:39,media,animal,,37351005.0,grandoculis,1,adult,,,ind_39_13.02_L369,,,,,,,,human,,,,,
13.02-points-40,13.02,13.02_L369,e_13.02,2019-08-12T13:15:53,2019-08-12T13:56:39,media,animal,,37351005.0,grandoculis,1,adult,,,ind_40_13.02_L369,,,,,,,,human,,,,,
13.02-points-41,13.02,13.02_L369,e_13.02,2019-08-12T13:15:53,2019-08-12T13:56:39,media,animal,,37351005.0,grandoculis,1,adult,,,ind_41_13.02_L369,,,,,,,,human,,,,,
13.02-points-42,13.02,13.02_L369,e_13.02,2019-08-12T13:17:54,2019-08-12T14:00:42,media,animal,,37353006.0,spinifer,1,adult,,,ind_42_13.02_L369,,,,,,,,human,,,,,
13.02-points-43,13.02,13.02_L369,e_13.02,2019-08-12T13:17:54,2019-08-12T14:00:42,media,animal,,37353006.0,spinifer,1,adult,,,ind_43_13.02_L369,,,,,,,,human,,,,,
13.02-points-44,13.02,13.02_L369,e_13.02,2019-08-12T13:17:54,2019-08-12T14:00:42,media,animal,,37353006.0,spinifer,1,adult,,,ind_44_13.02_L369,,,,,,,,human,,,,,
13.02-points-45,13.02,13.02_L369,e_13.02,2019-08-12T13:17:54,2019-08-12T14:00:42,media,animal,,37353006.0,spinifer,1,adult,,,ind_45_13.02_L369,,,,,,,,human,,,,,
13.02-points-46,13.02,13.02_L369,e_13.02,2019-08-12T13:20:02,2019-08-12T14:04:58,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_46_13.02_L369,,,,,,,,human,,,,,
13.02-points-47,13.02,13.02_L369,e_13.02,2019-08-12T13:20:02,2019-08-12T14:04:58,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_47_13.02_L369,,,,,,,,human,,,,,
13.02-points-48,13.02,13.02_L369,e_13.02,2019-08-12T13:20:02,2019-08-12T14:04:58,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_48_13.02_L369,,,,,,,,human,,,,,
13.02-points-49,13.02,13.02_L369,e_13.02,2019-08-12T13:20:02,2019-08-12T14:04:58,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_49_13.02_L369,,,,,,,,human,,,,,
13.02-points-50,13.02,13.02_L369,e_13.02,2019-08-12T13:20:02,2019-08-12T14:04:58,media,animal,,37337022.0,gymnostethus,1,adult,,,ind_50_13.02_L369,,,,,,,,human,,,,,
13.02-points-51,13.02,13.02_L369,e_13.02,2019-08-12T13:22:42,2019-08-12T14:10:17,media,animal,,37337021.0,caeruleopinnatus,1,adult,,,ind_51_13.02_L369,,,,,,,,human,,,,,
13.02-points-52,13.02,13.02_L369,e_13.02,2019-08-12T13:23:44,2019-08-12T14:12:22,media,animal,,37353006.0,spinifer,1,adult,,,ind_52_13.02_L369,,,,,,,,human,,,,,
13.02-points-53,13.02,13.02_L369,e_13.02,2019-08-12T13:23:44,2019-08-12T14:12:22,media,animal,,37353006.0,spinifer,1,adult,,,ind_53_13.02_L369,,,,,,,,human,,,,,
13.02-points-54,13.02,13.02_L369,e_13.02,2019-08-12T13:23:44,2019-08-12T14:12:22,media,animal,,37353006.0,spinifer,1,adult,,,ind_54_13.02_L369,,,,,,,,human,,,,,
13.02-points-55,13.02,13.02_L369,e_13.02,2019-08-12T13:23:44,2019-08-12T14:12:22,media,animal,,37353006.0,spinifer,1,adult,,,ind_55_13.02_L369,,,,,,,,human,,,,,
13.02-points-56,13.02,13.02_L369,e_13.02,2019-08-12T13:32:33,2019-08-12T14:30:00,media,animal,,37353006.0,spinifer,1,adult,,,ind_56_13.02_L369,,,,,,,,human,,,,,
13.02-points-57,13.02,13.02_L369,e_13.02,2019-08-12T13:32:33,2019-08-12T14:30:00,media,animal,,37353006.0,spinifer,1,adult,,,ind_57_13.02_L369,,,,,,,,human,,,,,
13.02-points-58,13.02,13.02_L369,e_13.02,2019-08-12T13:32:33,2019-08-12T14:30:00,media,animal,,37353006.0,spinifer,1,adult,,,ind_58_13.02_L369,,,,,,,,human,,,,,
13.02-points-59,13.02,13.02_L369,e_13.02,2019-08-12T13:32:33,2019-08-12T14:30:00,media,animal,,37353006.0,spinifer,1,adult,,,ind_59_13.02_L369,,,,,,,,human,,,,,
13.02-points-60,13.02,13.02_L369,e_13.02,2019-08-12T13:34:03,2019-08-12T14:32:59,media,animal,,37467007.0,sceleratus,1,adult,,,ind_60_13.02_L369,,,,,,,,human,,,,,
13.02-points-61,13.02,13.02_L369,e_13.02,2019-08-12T13:34:03,2019-08-12T14:32:59,media,animal,,37467007.0,sceleratus,1,adult,,,ind_61_13.02_L369,,,,,,,,human,,,,,
13.02-points-62,13.02,13.02_L369,e_13.02,2019-08-12T13:34:03,2019-08-12T14:32:59,media,animal,,37467007.0,sceleratus,1,adult,,,ind_62_13.02_L369,,,,,,,,human,,,,,
13.02-points-63,13.02,13.02_L369,e_13.02,2019-08-12T13:34:21,2019-08-12T14:33:35,media,animal,,37467007.0,sceleratus,1,adult,,,ind_63_13.02_L369,,,,,,,,human,,,,,
13.02-points-64,13.02,13.02_L369,e_13.02,2019-08-12T13:34:21,2019-08-12T14:33:35,media,animal,,37467007.0,sceleratus,1,adult,,,ind_64_13.02_L369,,,,,,,,human,,,,,
13.02-points-65,13.02,13.02_L369,e_13.02,2019-08-12T13:34:21,2019-08-12T14:33:35,media,animal,,37467007.0,sceleratus,1,adult,,,ind_65_13.02_L369,,,,,,,,human,,,,,
13.03-points-0,13.03,13.03_L378,e_13.03,2019-08-12T13:01:31,2019-08-12T13:07:40,media,animal,,37346002.0,multidens,1,adult,,,ind_0_13.03_L378,,,,,,,,human,,,,,
13.03-points-1,13.03,13.03_L378,e_13.03,2019-08-12T13:02:54,2019-08-12T13:10:26,media,animal,,37346002.0,multidens,1,adult,,,ind_1_13.03_L378,,,,,,,,human,,,,,
13.03-points-2,13.03,13.03_L378,e_13.03,2019-08-12T13:09:40,2019-08-12T13:23:57,media,animal,,37346002.0,multidens,1,adult,,,ind_2_13.03_L378,,,,,,,,human,,,,,
13.03-points-3,13.03,13.03_L378,e_13.03,2019-08-12T13:10:14,2019-08-12T13:25:07,media,animal,,37346002.0,multidens,1,adult,,,ind_3_13.03_L378,,,,,,,,human,,,,,
13.03-points-4,13.03,13.03_L378,e_13.03,2019-08-12T13:10:14,2019-08-12T13:25:07,media,animal,,37346002.0,multidens,1,adult,,,ind_4_13.03_L378,,,,,,,,human,,,,,
13.03-points-5,13.03,13.03_L378,e_13.03,2019-08-12T13:10:14,2019-08-12T13:25:07,media,animal,,37346002.0,multidens,1,adult,,,ind_5_13.03_L378,,,,,,,,human,,,,,
13.03-points-6,13.03,13.03_L378,e_13.03,2019-08-12T13:14:07,2019-08-12T13:32:52,media,animal,,37346002.0,multidens,1,adult,,,ind_6_13.03_L378,,,,,,,,human,,,,,
13.03-points-7,13.03,13.03_L378,e_13.03,2019-08-12T13:14:07,2019-08-12T13:32:52,media,animal,,37346002.0,multidens,1,adult,,,ind_7_13.03_L378,,,,,,,,human,,,,,
13.03-points-8,13.03,13.03_L378,e_13.03,2019-08-12T13:14:07,2019-08-12T13:32:52,media,animal,,37346002.0,multidens,1,adult,,,ind_8_13.03_L378,,,,,,,,human,,,,,
13.03-points-9,13.03,13.03_L378,e_13.03,2019-08-12T13:14:07,2019-08-12T13:32:52,media,animal,,37346002.0,multidens,1,adult,,,ind_9_13.03_L378,,,,,,,,human,,,,,
13.03-points-10,13.03,13.03_L378,e_13.03,2019-08-12T13:14:07,2019-08-12T13:32:52,media,animal,,37346002.0,multidens,1,adult,,,ind_10_13.03_L378,,,,,,,,human,,,,,
13.03-points-11,13.03,13.03_L378,e_13.03,2019-08-12T13:16:08,2019-08-12T13:36:54,media,animal,,37346002.0,multidens,1,adult,,,ind_11_13.03_L378,,,,,,,,human,,,,,
13.03-points-12,13.03,13.03_L378,e_13.03,2019-08-12T13:16:08,2019-08-12T13:36:54,media,animal,,37346002.0,multidens,1,adult,,,ind_12_13.03_L378,,,,,,,,human,,,,,
13.03-points-13,13.03,13.03_L378,e_13.03,2019-08-12T13:16:08,2019-08-12T13:36:54,media,animal,,37346002.0,multidens,1,adult,,,ind_13_13.03_L378,,,,,,,,human,,,,,
13.03-points-14,13.03,13.03_L378,e_13.03,2019-08-12T13:16:08,2019-08-12T13:36:54,media,animal,,37346002.0,multidens,1,adult,,,ind_14_13.03_L378,,,,,,,,human,,,,,
13.03-points-15,13.03,13.03_L378,e_13.03,2019-08-12T13:16:08,2019-08-12T13:36:54,media,animal,,37346002.0,multidens,1,adult,,,ind_15_13.03_L378,,,,,,,,human,,,,,
13.03-points-16,13.03,13.03_L378,e_13.03,2019-08-12T13:22:23,2019-08-12T13:49:24,media,animal,,37346002.0,multidens,1,adult,,,ind_16_13.03_L378,,,,,,,,human,,,,,
13.03-points-17,13.03,13.03_L378,e_13.03,2019-08-12T13:22:23,2019-08-12T13:49:24,media,animal,,37346002.0,multidens,1,adult,,,ind_17_13.03_L378,,,,,,,,human,,,,,
13.03-points-18,13.03,13.03_L378,e_13.03,2019-08-12T13:22:23,2019-08-12T13:49:24,media,animal,,37346002.0,multidens,1,adult,,,ind_18_13.03_L378,,,,,,,,human,,,,,
13.03-points-19,13.03,13.03_L378,e_13.03,2019-08-12T13:22:23,2019-08-12T13:49:24,media,animal,,37346002.0,multidens,1,adult,,,ind_19_13.03_L378,,,,,,,,human,,,,,
13.03-points-20,13.03,13.03_L378,e_13.03,2019-08-12T13:22:23,2019-08-12T13:49:24,media,animal,,37346002.0,multidens,1,adult,,,ind_20_13.03_L378,,,,,,,,human,,,,,
13.03-points-21,13.03,13.03_L378,e_13.03,2019-08-12T13:22:23,2019-08-12T13:49:24,media,animal,,37346002.0,multidens,1,adult,,,ind_21_13.03_L378,,,,,,,,human,,,,,
13.03-points-22,13.03,13.03_L378,e_13.03,2019-08-12T13:23:58,2019-08-12T13:52:34,media,animal,,37351005.0,grandoculis,1,adult,,,ind_22_13.03_L378,,,,,,,,human,,,,,
13.03-points-23,13.03,13.03_L378,e_13.03,2019-08-12T13:25:05,2019-08-12T13:54:49,media,animal,,37346002.0,multidens,1,adult,,,ind_23_13.03_L378,,,,,,,,human,,,,,
13.03-points-24,13.03,13.03_L378,e_13.03,2019-08-12T13:25:05,2019-08-12T13:54:49,media,animal,,37346002.0,multidens,1,adult,,,ind_24_13.03_L378,,,,,,,,human,,,,,
13.03-points-25,13.03,13.03_L378,e_13.03,2019-08-12T13:25:05,2019-08-12T13:54:49,media,animal,,37346002.0,multidens,1,adult,,,ind_25_13.03_L378,,,,,,,,human,,,,,
13.03-points-26,13.03,13.03_L378,e_13.03,2019-08-12T13:25:05,2019-08-12T13:54:49,media,animal,,37346002.0,multidens,1,adult,,,ind_26_13.03_L378,,,,,,,,human,,,,,
13.03-points-27,13.03,13.03_L378,e_13.03,2019-08-12T13:25:05,2019-08-12T13:54:49,media,animal,,37346002.0,multidens,1,adult,,,ind_27_13.03_L378,,,,,,,,human,,,,,
13.03-points-28,13.03,13.03_L378,e_13.03,2019-08-12T13:25:05,2019-08-12T13:54:49,media,animal,,37346002.0,multidens,1,adult,,,ind_28_13.03_L378,,,,,,,,human,,,,,
13.03-points-29,13.03,13.03_L378,e_13.03,2019-08-12T13:25:05,2019-08-12T13:54:49,media,animal,,37346002.0,multidens,1,adult,,,ind_29_13.03_L378,,,,,,,,human,,,,,
13.03-points-30,13.03,13.03_L378,e_13.03,2019-08-12T13:25:53,2019-08-12T13:56:23,media,animal,,37351012.0,rubrioperculatus,1,adult,,,ind_30_13.03_L378,,,,,,,,human,,,,,
13.03-points-31,13.03,13.03_L378,e_13.03,2019-08-12T13:26:23,2019-08-12T13:57:25,media,animal,,37351012.0,rubrioperculatus,1,adult,,,ind_31_13.03_L378,,,,,,,,human,,,,,
13.03-points-32,13.03,13.03_L378,e_13.03,2019-08-12T13:26:54,2019-08-12T13:58:27,media,animal,,37351012.0,rubrioperculatus,1,adult,,,ind_32_13.03_L378,,,,,,,,human,,,,,
13.03-points-33,13.03,13.03_L378,e_13.03,2019-08-12T13:27:47,2019-08-12T14:00:12,media,animal,,37346002.0,multidens,1,adult,,,ind_33_13.03_L378,,,,,,,,human,,,,,
13.03-points-34,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_34_13.03_L378,,,,,,,,human,,,,,
13.03-points-35,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_35_13.03_L378,,,,,,,,human,,,,,
13.03-points-36,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_36_13.03_L378,,,,,,,,human,,,,,
13.03-points-37,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_37_13.03_L378,,,,,,,,human,,,,,
13.03-points-38,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_38_13.03_L378,,,,,,,,human,,,,,
13.03-points-39,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_39_13.03_L378,,,,,,,,human,,,,,
13.03-points-40,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_40_13.03_L378,,,,,,,,human,,,,,
13.03-points-41,13.03,13.03_L378,e_13.03,2019-08-12T13:29:57,2019-08-12T14:04:31,media,animal,,37346002.0,multidens,1,adult,,,ind_41_13.03_L378,,,,,,,,human,,,,,
13.03-points-42,13.03,13.03_L378,e_13.03,2019-08-12T13:32:47,2019-08-12T14:10:13,media,animal,,37351012.0,rubrioperculatus,1,adult,,,ind_42_13.03_L378,,,,,,,,human,,,,,
13.03-points-43,13.03,13.03_L378,e_13.03,2019-08-12T13:45:25,2019-08-12T14:35:27,media,animal,,37465011.0,stellatus,1,adult,,,ind_43_13.03_L378,,,,,,,,human,,,,,
13.03-points-44,13.03,13.03_L378,e_13.03,2019-08-12T13:46:09,2019-08-12T14:36:55,media,animal,,37465071.0,flavimarginatus,1,adult,,,ind_44_13.03_L378,,,,,,,,human,,,,,
13.04-points-0,13.04,13.04_L367,e_13.04,2019-08-12T12:53:51,2019-08-12T12:54:47,media,animal,,37346002.0,multidens,1,adult,,,ind_0_13.04_L367,,,,,,,,human,,,,,
13.04-points-1,13.04,13.04_L367,e_13.04,2019-08-12T12:54:19,2019-08-12T12:55:43,media,animal,,37346002.0,multidens,1,adult,,,ind_1_13.04_L367,,,,,,,,human,,,,,
13.04-points-2,13.04,13.04_L367,e_13.04,2019-08-12T12:54:19,2019-08-12T12:55:43,media,animal,,37346002.0,multidens,1,adult,,,ind_2_13.04_L367,,,,,,,,human,,,,,
13.04-points-3,13.04,13.04_L367,e_13.04,2019-08-12T12:54:35,2019-08-12T12:56:15,media,animal,,37346002.0,multidens,1,adult,,,ind_3_13.04_L367,,,,,,,,human,,,,,
13.04-points-4,13.04,13.04_L367,e_13.04,2019-08-12T12:54:35,2019-08-12T12:56:15,media,animal,,37346002.0,multidens,1,adult,,,ind_4_13.04_L367,,,,,,,,human,,,,,
13.04-points-5,13.04,13.04_L367,e_13.04,2019-08-12T12:54:35,2019-08-12T12:56:15,media,animal,,37346002.0,multidens,1,adult,,,ind_5_13.04_L367,,,,,,,,human,,,,,
13.04-points-6,13.04,13.04_L367,e_13.04,2019-08-12T12:55:46,2019-08-12T12:58:36,media,animal,,37346002.0,multidens,1,adult,,,ind_6_13.04_L367,,,,,,,,human,,,,,
13.04-points-7,13.04,13.04_L367,e_13.04,2019-08-12T12:55:46,2019-08-12T12:58:36,media,animal,,37346002.0,multidens,1,adult,,,ind_7_13.04_L367,,,,,,,,human,,,,,
13.04-points-8,13.04,13.04_L367,e_13.04,2019-08-12T12:55:46,2019-08-12T12:58:36,media,animal,,37346002.0,multidens,1,adult,,,ind_8_13.04_L367,,,,,,,,human,,,,,
13.04-points-9,13.04,13.04_L367,e_13.04,2019-08-12T12:55:46,2019-08-12T12:58:36,media,animal,,37346002.0,multidens,1,adult,,,ind_9_13.04_L367,,,,,,,,human,,,,,
13.04-points-10,13.04,13.04_L367,e_13.04,2019-08-12T12:55:55,2019-08-12T12:58:54,media,animal,,37365008.0,personifer,1,adult,,,ind_10_13.04_L367,,,,,,,,human,,,,,
13.04-points-11,13.04,13.04_L367,e_13.04,2019-08-12T12:56:56,2019-08-12T13:00:57,media,animal,,37351005.0,grandoculis,1,adult,,,ind_11_13.04_L367,,,,,,,,human,,,,,
13.04-points-12,13.04,13.04_L367,e_13.04,2019-08-12T12:57:56,2019-08-12T13:02:57,media,animal,,37351003.0,griseus,1,adult,,,ind_12_13.04_L367,,,,,,,,human,,,,,
13.04-points-13,13.04,13.04_L367,e_13.04,2019-08-12T12:57:58,2019-08-12T13:03:02,media,animal,,37351003.0,griseus,1,adult,,,ind_13_13.04_L367,,,,,,,,human,,,,,
13.04-points-14,13.04,13.04_L367,e_13.04,2019-08-12T12:57:58,2019-08-12T13:03:02,media,animal,,37351005.0,grandoculis,1,adult,,,ind_14_13.04_L367,,,,,,,,human,,,,,
13.04-points-15,13.04,13.04_L367,e_13.04,2019-08-12T12:58:13,2019-08-12T13:03:30,media,animal,,37351003.0,griseus,1,adult,,,ind_15_13.04_L367,,,,,,,,human,,,,,
13.04-points-16,13.04,13.04_L367,e_13.04,2019-08-12T12:58:13,2019-08-12T13:03:30,media,animal,,37351003.0,griseus,1,adult,,,ind_16_13.04_L367,,,,,,,,human,,,,,
13.04-points-17,13.04,13.04_L367,e_13.04,2019-08-12T13:04:31,2019-08-12T13:16:07,media,animal,,37346002.0,multidens,1,adult,,,ind_17_13.04_L367,,,,,,,,human,,,,,
13.04-points-18,13.04,13.04_L367,e_13.04,2019-08-12T13:04:31,2019-08-12T13:16:07,media,animal,,37346002.0,multidens,1,adult,,,ind_18_13.04_L367,,,,,,,,human,,,,,
13.04-points-19,13.04,13.04_L367,e_13.04,2019-08-12T13:04:31,2019-08-12T13:16:07,media,animal,,37346002.0,multidens,1,adult,,,ind_19_13.04_L367,,,,,,,,human,,,,,
13.04-points-20,13.04,13.04_L367,e_13.04,2019-08-12T13:04:31,2019-08-12T13:16:07,media,animal,,37346002.0,multidens,1,adult,,,ind_20_13.04_L367,,,,,,,,human,,,,,
13.04-points-21,13.04,13.04_L367,e_13.04,2019-08-12T13:05:35,2019-08-12T13:18:15,media,animal,,37346002.0,multidens,1,adult,,,ind_21_13.04_L367,,,,,,,,human,,,,,
13.04-points-22,13.04,13.04_L367,e_13.04,2019-08-12T13:07:30,2019-08-12T13:22:04,media,animal,,37346002.0,multidens,1,adult,,,ind_22_13.04_L367,,,,,,,,human,,,,,
13.04-points-23,13.04,13.04_L367,e_13.04,2019-08-12T13:07:30,2019-08-12T13:22:04,media,animal,,37346002.0,multidens,1,adult,,,ind_23_13.04_L367,,,,,,,,human,,,,,
13.04-points-24,13.04,13.04_L367,e_13.04,2019-08-12T13:07:30,2019-08-12T13:22:04,media,animal,,37346002.0,multidens,1,adult,,,ind_24_13.04_L367,,,,,,,,human,,,,,
13.04-points-25,13.04,13.04_L367,e_13.04,2019-08-12T13:07:30,2019-08-12T13:22:04,media,animal,,37346002.0,multidens,1,adult,,,ind_25_13.04_L367,,,,,,,,human,,,,,
13.04-points-26,13.04,13.04_L367,e_13.04,2019-08-12T13:07:30,2019-08-12T13:22:04,media,animal,,37346002.0,multidens,1,adult,,,ind_26_13.04_L367,,,,,,,,human,,,,,
13.04-points-27,13.04,13.04_L367,e_13.04,2019-08-12T13:08:17,2019-08-12T13:23:39,media,animal,,37386001.0,ghobban,1,adult,,,ind_27_13.04_L367,,,,,,,,human,,,,,
13.04-points-28,13.04,13.04_L367,e_13.04,2019-08-12T13:08:17,2019-08-12T13:23:39,media,animal,,37353006.0,spinifer,1,adult,,,ind_28_13.04_L367,,,,,,,,human,,,,,
13.04-points-29,13.04,13.04_L367,e_13.04,2019-08-12T13:08:45,2019-08-12T13:24:35,media,animal,,37353006.0,spinifer,1,adult,,,ind_29_13.04_L367,,,,,,,,human,,,,,
13.04-points-30,13.04,13.04_L367,e_13.04,2019-08-12T13:09:51,2019-08-12T13:26:46,media,animal,,37346002.0,multidens,1,adult,,,ind_30_13.04_L367,,,,,,,,human,,,,,
13.04-points-31,13.04,13.04_L367,e_13.04,2019-08-12T13:09:51,2019-08-12T13:26:46,media,animal,,37346002.0,multidens,1,adult,,,ind_31_13.04_L367,,,,,,,,human,,,,,
13.04-points-32,13.04,13.04_L367,e_13.04,2019-08-12T13:09:51,2019-08-12T13:26:46,media,animal,,37346002.0,multidens,1,adult,,,ind_32_13.04_L367,,,,,,,,human,,,,,
13.04-points-33,13.04,13.04_L367,e_13.04,2019-08-12T13:09:51,2019-08-12T13:26:46,media,animal,,37346002.0,multidens,1,adult,,,ind_33_13.04_L367,,,,,,,,human,,,,,
13.04-points-34,13.04,13.04_L367,e_13.04,2019-08-12T13:09:51,2019-08-12T13:26:46,media,animal,,37346002.0,multidens,1,adult,,,ind_34_13.04_L367,,,,,,,,human,,,,,
13.04-points-35,13.04,13.04_L367,e_13.04,2019-08-12T13:10:37,2019-08-12T13:28:19,media,animal,,37351003.0,griseus,1,adult,,,ind_35_13.04_L367,,,,,,,,human,,,,,
13.04-points-36,13.04,13.04_L367,e_13.04,2019-08-12T13:14:41,2019-08-12T13:36:26,media,animal,,37337064.0,papuensis,1,adult,,,ind_36_13.04_L367,,,,,,,,human,,,,,
13.04-points-37,13.04,13.04_L367,e_13.04,2019-08-12T13:17:02,2019-08-12T13:41:09,media,animal,,37353006.0,spinifer,1,adult,,,ind_37_13.04_L367,,,,,,,,human,,,,,
13.04-points-38,13.04,13.04_L367,e_13.04,2019-08-12T13:17:30,2019-08-12T13:42:04,media,animal,,37346002.0,multidens,1,adult,,,ind_38_13.04_L367,,,,,,,,human,,,,,
13.04-points-39,13.04,13.04_L367,e_13.04,2019-08-12T13:17:30,2019-08-12T13:42:04,media,animal,,37346002.0,multidens,1,adult,,,ind_39_13.04_L367,,,,,,,,human,,,,,
13.04-points-40,13.04,13.04_L367,e_13.04,2019-08-12T13:17:30,2019-08-12T13:42:04,media,animal,,37346002.0,multidens,1,adult,,,ind_40_13.04_L367,,,,,,,,human,,,,,
13.04-points-41,13.04,13.04_L367,e_13.04,2019-08-12T13:17:30,2019-08-12T13:42:04,media,animal,,37346002.0,multidens,1,adult,,,ind_41_13.04_L367,,,,,,,,human,,,,,
13.04-points-42,13.04,13.04_L367,e_13.04,2019-08-12T13:17:30,2019-08-12T13:42:04,media,animal,,37346002.0,multidens,1,adult,,,ind_42_13.04_L367,,,,,,,,human,,,,,
13.04-points-43,13.04,13.04_L367,e_13.04,2019-08-12T13:17:40,2019-08-12T13:42:24,media,animal,,37353006.0,spinifer,1,adult,,,ind_43_13.04_L367,,,,,,,,human,,,,,
13.04-points-44,13.04,13.04_L367,e_13.04,2019-08-12T13:17:40,2019-08-12T13:42:24,media,animal,,37353006.0,spinifer,1,adult,,,ind_44_13.04_L367,,,,,,,,human,,,,,
13.04-points-45,13.04,13.04_L367,e_13.04,2019-08-12T13:17:49,2019-08-12T13:42:42,media,animal,,37353006.0,spinifer,1,adult,,,ind_45_13.04_L367,,,,,,,,human,,,,,
13.04-points-46,13.04,13.04_L367,e_13.04,2019-08-12T13:17:49,2019-08-12T13:42:42,media,animal,,37353006.0,spinifer,1,adult,,,ind_46_13.04_L367,,,,,,,,human,,,,,
13.04-points-47,13.04,13.04_L367,e_13.04,2019-08-12T13:18:16,2019-08-12T13:43:36,media,animal,,37351005.0,grandoculis,1,adult,,,ind_47_13.04_L367,,,,,,,,human,,,,,
13.04-points-48,13.04,13.04_L367,e_13.04,2019-08-12T13:18:27,2019-08-12T13:43:58,media,animal,,37346002.0,multidens,1,adult,,,ind_48_13.04_L367,,,,,,,,human,,,,,
13.04-points-49,13.04,13.04_L367,e_13.04,2019-08-12T13:18:27,2019-08-12T13:43:58,media,animal,,37346002.0,multidens,1,adult,,,ind_49_13.04_L367,,,,,,,,human,,,,,
13.04-points-50,13.04,13.04_L367,e_13.04,2019-08-12T13:18:27,2019-08-12T13:43:58,media,animal,,37346002.0,multidens,1,adult,,,ind_50_13.04_L367,,,,,,,,human,,,,,
13.04-points-51,13.04,13.04_L367,e_13.04,2019-08-12T13:18:27,2019-08-12T13:43:58,media,animal,,37346002.0,multidens,1,adult,,,ind_51_13.04_L367,,,,,,,,human,,,,,
