observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,taxonID,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
1.01-points-0,1.01,1.01_L373,e_1.01,2019-08-12T09:31:51,2019-08-12T09:31:52,media,animal,,37384092.0,caudimacula,1,adult,,,ind_0_1.01_L373,,,,,,,,human,,,,,
1.01-points-1,1.01,1.01_L373,e_1.01,2019-08-12T09:33:50,2019-08-12T09:35:50,media,animal,,37390005.0,nebulosa,1,adult,,,ind_1_1.01_L373,,,,,,,,human,,,,,
1.01-points-2,1.01,1.01_L373,e_1.01,2019-08-12T09:33:50,2019-08-12T09:35:50,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_2_1.01_L373,,,,,,,,human,,,,,
1.01-points-3,1.01,1.01_L373,e_1.01,2019-08-12T09:33:50,2019-08-12T09:35:50,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_3_1.01_L373,,,,,,,,human,,,,,
1.01-points-4,1.01,1.01_L373,e_1.01,2019-08-12T09:34:45,2019-08-12T09:37:39,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_4_1.01_L373,,,,,,,,human,,,,,
1.01-points-5,1.01,1.01_L373,e_1.01,2019-08-12T09:34:52,2019-08-12T09:37:54,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_5_1.01_L373,,,,,,,,human,,,,,
1.01-points-6,1.01,1.01_L373,e_1.01,2019-08-12T09:34:52,2019-08-12T09:37:54,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_6_1.01_L373,,,,,,,,human,,,,,
1.01-points-7,1.01,1.01_L373,e_1.01,2019-08-12T09:34:52,2019-08-12T09:37:54,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_7_1.01_L373,,,,,,,,human,,,,,
1.01-points-8,1.01,1.01_L373,e_1.01,2019-08-12T09:34:54,2019-08-12T09:37:57,media,animal,,37390005.0,nebulosa,1,adult,,,ind_8_1.01_L373,,,,,,,,human,,,,,
1.01-points-9,1.01,1.01_L373,e_1.01,2019-08-12T09:35:40,2019-08-12T09:39:31,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_9_1.01_L373,,,,,,,,human,,,,,
1.01-points-10,1.01,1.01_L373,e_1.01,2019-08-12T09:35:40,2019-08-12T09:39:31,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_10_1.01_L373,,,,,,,,human,,,,,
1.01-points-11,1.01,1.01_L373,e_1.01,2019-08-12T09:35:40,2019-08-12T09:39:31,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_11_1.01_L373,,,,,,,,human,,,,,
1.01-points-12,1.01,1.01_L373,e_1.01,2019-08-12T09:35:40,2019-08-12T09:39:31,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_12_1.01_L373,,,,,,,,human,,,,,
1.01-points-13,1.01,1.01_L373,e_1.01,2019-08-12T09:35:42,2019-08-12T09:39:34,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_13_1.01_L373,,,,,,,,human,,,,,
1.01-points-14,1.01,1.01_L373,e_1.01,2019-08-12T09:35:42,2019-08-12T09:39:34,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_14_1.01_L373,,,,,,,,human,,,,,
1.01-points-15,1.01,1.01_L373,e_1.01,2019-08-12T09:35:42,2019-08-12T09:39:34,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_15_1.01_L373,,,,,,,,human,,,,,
1.01-points-16,1.01,1.01_L373,e_1.01,2019-08-12T09:35:42,2019-08-12T09:39:34,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_16_1.01_L373,,,,,,,,human,,,,,
1.01-points-17,1.01,1.01_L373,e_1.01,2019-08-12T09:35:42,2019-08-12T09:39:34,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_17_1.01_L373,,,,,,,,human,,,,,
1.01-points-18,1.01,1.01_L373,e_1.01,2019-08-12T09:35:42,2019-08-12T09:39:34,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_18_1.01_L373,,,,,,,,human,,,,,
1.01-points-19,1.01,1.01_L373,e_1.01,2019-08-12T09:35:42,2019-08-12T09:39:34,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_19_1.01_L373,,,,,,,,human,,,,,
1.01-points-20,1.01,1.01_L373,e_1.01,2019-08-12T09:35:58,2019-08-12T09:40:06,media,animal,,37390005.0,nebulosa,1,adult,,,ind_20_1.01_L373,,,,,,,,human,,,,,
1.01-points-21,1.01,1.01_L373,e_1.01,2019-08-12T09:35:58,2019-08-12T09:40:06,media,animal,,37390005.0,nebulosa,1,adult,,,ind_21_1.01_L373,,,,,,,,human,,,,,
1.01-points-22,1.01,1.01_L373,e_1.01,2019-08-12T09:36:36,2019-08-12T09:41:23,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_22_1.01_L373,,,,,,,,human,,,,,
1.01-points-23,1.01,1.01_L373,e_1.01,2019-08-12T09:36:36,2019-08-12T09:41:23,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_23_1.01_L373,,,,,,,,human,,,,,
1.01-points-24,1.01,1.01_L373,e_1.01,2019-08-12T09:36:36,2019-08-12T09:41:23,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_24_1.01_L373,,,,,,,,human,,,,,
1.01-points-25,1.01,1.01_L373,e_1.01,2019-08-12T09:36:36,2019-08-12T09:41:23,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_25_1.01_L373,,,,,,,,human,,,,,
1.01-points-26,1.01,1.01_L373,e_1.01,2019-08-12T09:36:36,2019-08-12T09:41:23,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_26_1.01_L373,,,,,,,,human,,,,,
1.01-points-27,1.01,1.01_L373,e_1.01,2019-08-12T09:36:36,2019-08-12T09:41:23,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_27_1.01_L373,,,,,,,,human,,,,,
1.01-points-28,1.01,1.01_L373,e_1.01,2019-08-12T09:36:36,2019-08-12T09:41:23,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_28_1.01_L373,,,,,,,,human,,,,,
1.01-points-29,1.01,1.01_L373,e_1.01,2019-08-12T09:36:37,2019-08-12T09:41:24,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_29_1.01_L373,,,,,,,,human,,,,,
1.01-points-30,1.01,1.01_L373,e_1.01,2019-08-12T09:36:37,2019-08-12T09:41:24,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_30_1.01_L373,,,,,,,,human,,,,,
1.01-points-31,1.01,1.01_L373,e_1.01,2019-08-12T09:36:37,2019-08-12T09:41:24,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_31_1.01_L373,,,,,,,,human,,,,,
1.01-points-32,1.01,1.01_L373,e_1.01,2019-08-12T09:36:37,2019-08-12T09:41:24,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_32_1.01_L373,,,,,,,,human,,,,,
1.01-points-33,1.01,1.01_L373,e_1.01,2019-08-12T09:36:37,2019-08-12T09:41:24,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_33_1.01_L373,,,,,,,,human,,,,,
1.01-points-34,1.01,1.01_L373,e_1.01,2019-08-12T09:36:37,2019-08-12T09:41:24,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_34_1.01_L373,,,,,,,,human,,,,,
1.01-points-35,1.01,1.01_L373,e_1.01,2019-08-12T09:36:37,2019-08-12T09:41:24,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_35_1.01_L373,,,,,,,,human,,,,,
1.01-points-36,1.01,1.01_L373,e_1.01,2019-08-12T09:36:41,2019-08-12T09:41:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_36_1.01_L373,,,,,,,,human,,,,,
1.01-points-37,1.01,1.01_L373,e_1.01,2019-08-12T09:36:41,2019-08-12T09:41:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_37_1.01_L373,,,,,,,,human,,,,,
1.01-points-38,1.01,1.01_L373,e_1.01,2019-08-12T09:36:41,2019-08-12T09:41:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_38_1.01_L373,,,,,,,,human,,,,,
1.01-points-39,1.01,1.01_L373,e_1.01,2019-08-12T09:36:41,2019-08-12T09:41:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_39_1.01_L373,,,,,,,,human,,,,,
1.01-points-40,1.01,1.01_L373,e_1.01,2019-08-12T09:36:41,2019-08-12T09:41:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_40_1.01_L373,,,,,,,,human,,,,,
1.01-points-41,1.01,1.01_L373,e_1.01,2019-08-12T09:36:41,2019-08-12T09:41:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_41_1.01_L373,,,,,,,,human,,,,,
1.01-points-42,1.01,1.01_L373,e_1.01,2019-08-12T09:36:41,2019-08-12T09:41:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_42_1.01_L373,,,,,,,,human,,,,,
1.01-points-43,1.01,1.01_L373,e_1.01,2019-08-12T09:36:53,2019-08-12T09:41:55,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_43_1.01_L373,,,,,,,,human,,,,,
1.01-points-44,1.01,1.01_L373,e_1.01,2019-08-12T09:36:53,2019-08-12T09:41:55,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_44_1.01_L373,,,,,,,,human,,,,,
1.01-points-45,1.01,1.01_L373,e_1.01,2019-08-12T09:37:31,2019-08-12T09:43:11,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_45_1.01_L373,,,,,,,,human,,,,,
1.01-points-46,1.01,1.01_L373,e_1.01,2019-08-12T09:37:31,2019-08-12T09:43:11,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_46_1.01_L373,,,,,,,,human,,,,,
1.01-points-47,1.01,1.01_L373,e_1.01,2019-08-12T09:37:31,2019-08-12T09:43:11,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_47_1.01_L373,,,,,,,,human,,,,,
1.01-points-48,1.01,1.01_L373,e_1.01,2019-08-12T09:37:31,2019-08-12T09:43:11,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_48_1.01_L373,,,,,,,,human,,,,,
1.01-points-49,1.01,1.01_L373,e_1.01,2019-08-12T09:37:31,2019-08-12T09:43:11,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_49_1.01_L373,,,,,,,,human,,,,,
1.01-points-50,1.01,1.01_L373,e_1.01,2019-08-12T09:37:31,2019-08-12T09:43:11,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_50_1.01_L373,,,,,,,,human,,,,,
1.01-points-51,1.01,1.01_L373,e_1.01,2019-08-12T09:37:31,2019-08-12T09:43:11,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_51_1.01_L373,,,,,,,,human,,,,,
1.01-points-52,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_52_1.01_L373,,,,,,,,human,,,,,
1.01-points-53,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_53_1.01_L373,,,,,,,,human,,,,,
1.01-points-54,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_54_1.01_L373,,,,,,,,human,,,,,
1.01-points-55,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_55_1.01_L373,,,,,,,,human,,,,,
1.01-points-56,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_56_1.01_L373,,,,,,,,human,,,,,
1.01-points-57,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_57_1.01_L373,,,,,,,,human,,,,,
1.01-points-58,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_58_1.01_L373,,,,,,,,human,,,,,
1.01-points-59,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_59_1.01_L373,,,,,,,,human,,,,,
1.01-points-60,1.01,1.01_L373,e_1.01,2019-08-12T09:38:01,2019-08-12T09:44:13,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_60_1.01_L373,,,,,,,,human,,,,,
1.01-points-61,1.01,1.01_L373,e_1.01,2019-08-12T09:39:34,2019-08-12T09:47:19,media,animal,,37390005.0,nebulosa,1,adult,,,ind_61_1.01_L373,,,,,,,,human,,,,,
1.01-points-62,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_62_1.01_L373,,,,,,,,human,,,,,
1.01-points-63,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_63_1.01_L373,,,,,,,,human,,,,,
1.01-points-64,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_64_1.01_L373,,,,,,,,human,,,,,
1.01-points-65,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_65_1.01_L373,,,,,,,,human,,,,,
1.01-points-66,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_66_1.01_L373,,,,,,,,human,,,,,
1.01-points-67,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_67_1.01_L373,,,,,,,,human,,,,,
1.01-points-68,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_68_1.01_L373,,,,,,,,human,,,,,
1.01-points-69,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_69_1.01_L373,,,,,,,,human,,,,,
1.01-points-70,1.01,1.01_L373,e_1.01,2019-08-12T09:41:34,2019-08-12T09:51:18,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_70_1.01_L373,,,,,,,,human,,,,,
1.01-points-71,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_71_1.01_L373,,,,,,,,human,,,,,
1.01-points-72,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_72_1.01_L373,,,,,,,,human,,,,,
1.01-points-73,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_73_1.01_L373,,,,,,,,human,,,,,
1.01-points-74,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_74_1.01_L373,,,,,,,,human,,,,,
1.01-points-75,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_75_1.01_L373,,,,,,,,human,,,,,
1.01-points-76,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_76_1.01_L373,,,,,,,,human,,,,,
1.01-points-77,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_77_1.01_L373,,,,,,,,human,,,,,
1.01-points-78,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_78_1.01_L373,,,,,,,,human,,,,,
1.01-points-79,1.01,1.01_L373,e_1.01,2019-08-12T09:43:39,2019-08-12T09:55:28,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_79_1.01_L373,,,,,,,,human,,,,,
1.01-points-80,1.01,1.01_L373,e_1.01,2019-08-12T09:46:53,2019-08-12T10:01:55,media,animal,,37337011.0,chrysophrys,1,adult,,,ind_80_1.01_L373,,,,,,,,human,,,,,
1.01-points-81,1.01,1.01_L373,e_1.01,2019-08-12T09:47:12,2019-08-12T10:02:33,media,animal,,37337011.0,chrysophrys,1,adult,,,ind_81_1.01_L373,,,,,,,,human,,,,,
1.01-points-82,1.01,1.01_L373,e_1.01,2019-08-12T09:55:28,2019-08-12T10:19:07,media,animal,,37353006.0,spinifer,1,adult,,,ind_82_1.01_L373,,,,,,,,human,,,,,
1.01-points-83,1.01,1.01_L373,e_1.01,2019-08-12T09:55:45,2019-08-12T10:19:40,media,animal,,37353006.0,spinifer,1,adult,,,ind_83_1.01_L373,,,,,,,,human,,,,,
1.01-points-84,1.01,1.01_L373,e_1.01,2019-08-12T09:56:14,2019-08-12T10:20:37,media,animal,,NaN,spp,1,adult,,,ind_84_1.01_L373,,,,,,,,human,,,,,
1.01-points-85,1.01,1.01_L373,e_1.01,2019-08-12T09:56:19,2019-08-12T10:20:48,media,animal,,NaN,spp,1,adult,,,ind_85_1.01_L373,,,,,,,,human,,,,,
1.01-points-86,1.01,1.01_L373,e_1.01,2019-08-12T09:56:19,2019-08-12T10:20:48,media,animal,,NaN,spp,1,adult,,,ind_86_1.01_L373,,,,,,,,human,,,,,
1.01-points-87,1.01,1.01_L373,e_1.01,2019-08-12T09:56:20,2019-08-12T10:20:50,media,animal,,NaN,spp,1,adult,,,ind_87_1.01_L373,,,,,,,,human,,,,,
1.01-points-88,1.01,1.01_L373,e_1.01,2019-08-12T09:56:20,2019-08-12T10:20:50,media,animal,,NaN,spp,1,adult,,,ind_88_1.01_L373,,,,,,,,human,,,,,
1.01-points-89,1.01,1.01_L373,e_1.01,2019-08-12T09:58:04,2019-08-12T10:24:18,media,animal,,NaN,sp10,1,adult,,,ind_89_1.01_L373,,,,,,,,human,,,,,
1.01-points-90,1.01,1.01_L373,e_1.01,2019-08-12T10:02:23,2019-08-12T10:32:55,media,animal,,37337012.0,speciosus,1,adult,,,ind_90_1.01_L373,,,,,,,,human,,,,,
1.01-points-91,1.01,1.01_L373,e_1.01,2019-08-12T10:02:23,2019-08-12T10:32:55,media,animal,,37337012.0,speciosus,1,adult,,,ind_91_1.01_L373,,,,,,,,human,,,,,
1.01-points-92,1.01,1.01_L373,e_1.01,2019-08-12T10:02:26,2019-08-12T10:33:02,media,animal,,37337012.0,speciosus,1,adult,,,ind_92_1.01_L373,,,,,,,,human,,,,,
1.01-points-93,1.01,1.01_L373,e_1.01,2019-08-12T10:04:27,2019-08-12T10:37:03,media,animal,,37118001.0,undosquamis,1,adult,,,ind_93_1.01_L373,,,,,,,,human,,,,,
1.01-points-94,1.01,1.01_L373,e_1.01,2019-08-12T10:05:55,2019-08-12T10:40:00,media,animal,,37465011.0,stellatus,1,adult,,,ind_94_1.01_L373,,,,,,,,human,,,,,
1.01-points-95,1.01,1.01_L373,e_1.01,2019-08-12T10:21:11,2019-08-12T11:10:32,media,animal,,37347012.0,nagasakiensis,1,adult,,,ind_95_1.01_L373,,,,,,,,human,,,,,
1.01-points-96,1.01,1.01_L373,e_1.01,2019-08-12T10:21:38,2019-08-12T11:11:26,media,animal,,37467007.0,sceleratus,1,adult,,,ind_96_1.01_L373,,,,,,,,human,,,,,
1.01-points-97,1.01,1.01_L373,e_1.01,2019-08-12T10:23:38,2019-08-12T11:15:26,media,animal,,37467007.0,sceleratus,1,adult,,,ind_97_1.01_L373,,,,,,,,human,,,,,
1.01-points-98,1.01,1.01_L373,e_1.01,2019-08-12T10:23:38,2019-08-12T11:15:26,media,animal,,37467007.0,sceleratus,1,adult,,,ind_98_1.01_L373,,,,,,,,human,,,,,
1.01-points-99,1.01,1.01_L373,e_1.01,2019-08-12T10:25:39,2019-08-12T11:19:28,media,animal,,37467007.0,sceleratus,1,adult,,,ind_99_1.01_L373,,,,,,,,human,,,,,
1.01-points-100,1.01,1.01_L373,e_1.01,2019-08-12T10:25:40,2019-08-12T11:19:30,media,animal,,37467007.0,sceleratus,1,adult,,,ind_100_1.01_L373,,,,,,,,human,,,,,
1.01-points-101,1.01,1.01_L373,e_1.01,2019-08-12T10:25:40,2019-08-12T11:19:30,media,animal,,37467007.0,sceleratus,1,adult,,,ind_101_1.01_L373,,,,,,,,human,,,,,
1.01-points-102,1.01,1.01_L373,e_1.01,2019-08-12T10:25:50,2019-08-12T11:19:50,media,animal,,37353006.0,spinifer,1,adult,,,ind_102_1.01_L373,,,,,,,,human,,,,,
1.01-points-103,1.01,1.01_L373,e_1.01,2019-08-12T10:26:07,2019-08-12T11:20:24,media,animal,,37118001.0,undosquamis,1,adult,,,ind_103_1.01_L373,,,,,,,,human,,,,,
1.01-points-104,1.01,1.01_L373,e_1.01,2019-08-12T10:26:07,2019-08-12T11:20:24,media,animal,,37118001.0,undosquamis,1,adult,,,ind_104_1.01_L373,,,,,,,,human,,,,,
1.02-points-0,1.02,1.02_L369,e_1.02,2019-08-12T09:48:45,2019-08-12T09:51:29,media,animal,,37435004.0,monostigma,1,adult,,,ind_0_1.02_L369,,,,,,,,human,,,,,
1.02-points-1,1.02,1.02_L369,e_1.02,2019-08-12T09:50:34,2019-08-12T09:55:05,media,animal,,37346002.0,multidens,1,adult,,,ind_1_1.02_L369,,,,,,,,human,,,,,
1.02-points-2,1.02,1.02_L369,e_1.02,2019-08-12T09:52:17,2019-08-12T09:58:32,media,animal,,37346002.0,multidens,1,adult,,,ind_2_1.02_L369,,,,,,,,human,,,,,
1.02-points-3,1.02,1.02_L369,e_1.02,2019-08-12T09:52:45,2019-08-12T09:59:29,media,animal,,37351005.0,grandoculis,1,adult,,,ind_3_1.02_L369,,,,,,,,human,,,,,
1.02-points-4,1.02,1.02_L369,e_1.02,2019-08-12T09:54:55,2019-08-12T10:03:49,media,animal,,37118001.0,undosquamis,1,adult,,,ind_4_1.02_L369,,,,,,,,human,,,,,
1.02-points-5,1.02,1.02_L369,e_1.02,2019-08-12T09:55:37,2019-08-12T10:05:12,media,animal,,37118001.0,undosquamis,1,adult,,,ind_5_1.02_L369,,,,,,,,human,,,,,
1.02-points-6,1.02,1.02_L369,e_1.02,2019-08-12T09:55:37,2019-08-12T10:05:12,media,animal,,37118001.0,undosquamis,1,adult,,,ind_6_1.02_L369,,,,,,,,human,,,,,
1.02-points-7,1.02,1.02_L369,e_1.02,2019-08-12T09:55:41,2019-08-12T10:05:20,media,animal,,37346002.0,multidens,1,adult,,,ind_7_1.02_L369,,,,,,,,human,,,,,
1.02-points-8,1.02,1.02_L369,e_1.02,2019-08-12T09:56:48,2019-08-12T10:07:35,media,animal,,37353006.0,spinifer,1,adult,,,ind_8_1.02_L369,,,,,,,,human,,,,,
1.02-points-9,1.02,1.02_L369,e_1.02,2019-08-12T09:57:26,2019-08-12T10:08:50,media,animal,,37353006.0,spinifer,1,adult,,,ind_9_1.02_L369,,,,,,,,human,,,,,
1.02-points-10,1.02,1.02_L369,e_1.02,2019-08-12T09:57:39,2019-08-12T10:09:17,media,animal,,37346002.0,multidens,1,adult,,,ind_10_1.02_L369,,,,,,,,human,,,,,
1.02-points-11,1.02,1.02_L369,e_1.02,2019-08-12T09:58:03,2019-08-12T10:10:04,media,animal,,37346002.0,multidens,1,adult,,,ind_11_1.02_L369,,,,,,,,human,,,,,
1.02-points-12,1.02,1.02_L369,e_1.02,2019-08-12T09:58:09,2019-08-12T10:10:15,media,animal,,37353006.0,spinifer,1,adult,,,ind_12_1.02_L369,,,,,,,,human,,,,,
1.02-points-13,1.02,1.02_L369,e_1.02,2019-08-12T09:58:09,2019-08-12T10:10:15,media,animal,,37353006.0,spinifer,1,adult,,,ind_13_1.02_L369,,,,,,,,human,,,,,
1.02-points-14,1.02,1.02_L369,e_1.02,2019-08-12T10:00:21,2019-08-12T10:14:41,media,animal,,37346002.0,multidens,1,adult,,,ind_14_1.02_L369,,,,,,,,human,,,,,
1.02-points-15,1.02,1.02_L369,e_1.02,2019-08-12T10:00:21,2019-08-12T10:14:41,media,animal,,37346002.0,multidens,1,adult,,,ind_15_1.02_L369,,,,,,,,human,,,,,
1.02-points-16,1.02,1.02_L369,e_1.02,2019-08-12T10:00:24,2019-08-12T10:14:46,media,animal,,37353006.0,spinifer,1,adult,,,ind_16_1.02_L369,,,,,,,,human,,,,,
1.02-points-17,1.02,1.02_L369,e_1.02,2019-08-12T10:00:24,2019-08-12T10:14:46,media,animal,,37353006.0,spinifer,1,adult,,,ind_17_1.02_L369,,,,,,,,human,,,,,
1.02-points-18,1.02,1.02_L369,e_1.02,2019-08-12T10:02:36,2019-08-12T10:19:11,media,animal,,37346002.0,multidens,1,adult,,,ind_18_1.02_L369,,,,,,,,human,,,,,
1.02-points-19,1.02,1.02_L369,e_1.02,2019-08-12T10:02:52,2019-08-12T10:19:42,media,animal,,37353006.0,spinifer,1,adult,,,ind_19_1.02_L369,,,,,,,,human,,,,,
1.02-points-20,1.02,1.02_L369,e_1.02,2019-08-12T10:03:26,2019-08-12T10:20:51,media,animal,,37346002.0,multidens,1,adult,,,ind_20_1.02_L369,,,,,,,,human,,,,,
1.02-points-21,1.02,1.02_L369,e_1.02,2019-08-12T10:03:27,2019-08-12T10:20:51,media,animal,,37351005.0,grandoculis,1,adult,,,ind_21_1.02_L369,,,,,,,,human,,,,,
1.02-points-22,1.02,1.02_L369,e_1.02,2019-08-12T10:03:37,2019-08-12T10:21:13,media,animal,,37346002.0,multidens,1,adult,,,ind_22_1.02_L369,,,,,,,,human,,,,,
1.02-points-23,1.02,1.02_L369,e_1.02,2019-08-12T10:03:55,2019-08-12T10:21:49,media,animal,,37353006.0,spinifer,1,adult,,,ind_23_1.02_L369,,,,,,,,human,,,,,
1.02-points-24,1.02,1.02_L369,e_1.02,2019-08-12T10:03:55,2019-08-12T10:21:49,media,animal,,37353006.0,spinifer,1,adult,,,ind_24_1.02_L369,,,,,,,,human,,,,,
1.02-points-25,1.02,1.02_L369,e_1.02,2019-08-12T10:03:55,2019-08-12T10:21:49,media,animal,,37353006.0,spinifer,1,adult,,,ind_25_1.02_L369,,,,,,,,human,,,,,
1.02-points-26,1.02,1.02_L369,e_1.02,2019-08-12T10:05:21,2019-08-12T10:24:40,media,animal,,37353006.0,spinifer,1,adult,,,ind_26_1.02_L369,,,,,,,,human,,,,,
1.02-points-27,1.02,1.02_L369,e_1.02,2019-08-12T10:05:21,2019-08-12T10:24:40,media,animal,,37353006.0,spinifer,1,adult,,,ind_27_1.02_L369,,,,,,,,human,,,,,
1.02-points-28,1.02,1.02_L369,e_1.02,2019-08-12T10:05:21,2019-08-12T10:24:40,media,animal,,37353006.0,spinifer,1,adult,,,ind_28_1.02_L369,,,,,,,,human,,,,,
